StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific ID,Gender Q,Age Q,Income Q,Deceased of Cancer Q,Previous Donation Q,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q8_1,GROUP
2022-03-30 20:01:58,2022-03-30 20:03:02,IP Address,67.161.99.251,100,64,True,2022-03-30 20:03:02,R_2CwWP0kbqKgxMWy,,,,,47.536407470703125,-122.2779998779296875,anonymous,EN,60fe5e4df3901b2264ba8e2e,Female,20-29,"Under $20,000",Yes,Yes,,,,,0,0,33.898,0,4,TREAT_POS
2022-03-30 20:02:36,2022-03-30 20:03:09,IP Address,68.225.69.186,100,33,True,2022-03-30 20:03:10,R_2CUPUmJlYZD5o3u,,,,,30.4062042236328125,-87.21820068359375,anonymous,EN,5727aecae386b9000f4000cd,Female,30-39,"$20,000-$49,999",No,Yes,,,,,,,,,6,CONTROL
2022-03-30 20:02:01,2022-03-30 20:03:10,IP Address,99.71.119.17,100,68,True,2022-03-30 20:03:10,R_1FPoUmCXauT5iRt,,,,,32.6226959228515625,-97.1479034423828125,anonymous,EN,5edd97e2fd7ffeabca19907a,Female,60 and above,"$50,000-$99,999",Yes,Yes,18.934,27.734,31.094,6,,,,,5,TREAT_NEG
2022-03-30 20:02:00,2022-03-30 20:03:16,IP Address,73.238.229.163,100,75,True,2022-03-30 20:03:16,R_3emHMjZsZPY9pF1,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,6152286b3af56d3b60347a2d,Female,40-49,"$50,000-$99,999",Yes,Yes,,,,,0,0,33.132,0,7,TREAT_POS
2022-03-30 20:01:50,2022-03-30 20:03:27,IP Address,69.247.145.184,100,97,True,2022-03-30 20:03:27,R_SUlER0D3CtE17TH,,,,,36.2646026611328125,-86.70200347900390625,anonymous,EN,60dbe2111c7ee4f26c0b6ce5,Female,20-29,"$20,000-$49,999",Yes,Yes,3.814,48.332,51.019,8,,,,,5,TREAT_NEG
2022-03-30 20:02:56,2022-03-30 20:03:57,IP Address,72.80.154.160,100,61,True,2022-03-30 20:03:58,R_1hzod29pDsmcqWI,,,,,40.6764068603515625,-73.87529754638671875,anonymous,EN,5c0990b854deae0001ac693c,Male,20-29,"$20,000-$49,999",No,No,,,,,3.801,3.801,32.138,1,0,TREAT_POS
2022-03-30 20:03:02,2022-03-30 20:04:05,IP Address,69.174.156.220,100,62,True,2022-03-30 20:04:05,R_2799Mesw3PcUYvY,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,60d004223c060bd973cc447b,Male,20-29,"$20,000-$49,999",Yes,Yes,0,0,31.4,0,,,,,7,TREAT_NEG
2022-03-30 20:03:43,2022-03-30 20:04:09,IP Address,73.113.42.23,100,26,True,2022-03-30 20:04:10,R_3G1CR6cMTwBwSMz,,,,,36.049896240234375,-83.92279815673828125,anonymous,EN,58237d6a9b80f50001ba247b,Male,30-39,"$50,000-$99,999",No,Yes,,,,,,,,,2,CONTROL
2022-03-30 20:03:33,2022-03-30 20:04:41,IP Address,24.131.41.116,100,67,True,2022-03-30 20:04:41,R_3hzP0JIxXzCFmX8,,,,,34.0413970947265625,-84.50530242919921875,anonymous,EN,60fcdd362d1a5e0d012b91f0,Female,20-29,"$50,000-$99,999",Yes,No,0,0,35.282,0,,,,,3,TREAT_NEG
2022-03-30 20:03:29,2022-03-30 20:04:41,IP Address,98.1.3.252,100,72,True,2022-03-30 20:04:42,R_2ZZxfMrcguUwWsq,,,,,43.21380615234375,-77.45749664306640625,anonymous,EN,61105e3465056f53b8634151,Female,20-29,"Under $20,000",Yes,Yes,,,,,0,0,38.167,0,9,TREAT_POS
2022-03-30 20:03:48,2022-03-30 20:04:46,IP Address,75.181.168.32,100,58,True,2022-03-30 20:04:47,R_pQmvm5o3nFw60Hn,,,,,35.2368927001953125,-80.89569854736328125,anonymous,EN,5c45b1aa3854d5000129a075,Male,30-39,"Under $20,000",No,Yes,,,,,,,,,9,CONTROL
2022-03-30 20:04:06,2022-03-30 20:05:00,IP Address,99.2.1.7,100,53,True,2022-03-30 20:05:00,R_1CHL9D63zl7MPJu,,,,,35.93060302734375,-86.8787994384765625,anonymous,EN,60f20b2fe513c31967922ad5,Female,30-39,"$100,000-$150,000",Yes,Yes,,,,,1.104,27.645,31.812,6,10,TREAT_POS
2022-03-30 20:04:20,2022-03-30 20:05:22,IP Address,172.58.189.196,100,62,True,2022-03-30 20:05:22,R_1Ca3jz90tYF7PFr,,,,,38.9521942138671875,-77.025299072265625,anonymous,EN,5bb91c132e2fe50001be0d08,Male,40-49,"$50,000-$99,999",Yes,Yes,,,,,,,,,10,CONTROL
2022-03-30 20:03:54,2022-03-30 20:05:22,IP Address,184.83.221.193,100,87,True,2022-03-30 20:05:22,R_Z9MjlfctyZyW7vz,,,,,43.5229034423828125,-96.78600311279296875,anonymous,EN,5e7cc4fcbb2c2c30db10f483,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,31.267,36.017,47.7,2,6,TREAT_POS
2022-03-30 20:04:25,2022-03-30 20:05:34,IP Address,24.32.214.86,100,69,True,2022-03-30 20:05:34,R_1kMri0X4jQoPlBM,,,,,30.0052947998046875,-91.822601318359375,anonymous,EN,60d94719ae18aa216a520fc9,Male,40-49,"$50,000-$99,999",Yes,Yes,0,0,37.281,0,,,,,5,TREAT_NEG
2022-03-30 20:05:22,2022-03-30 20:05:48,IP Address,71.56.106.232,100,26,True,2022-03-30 20:05:48,R_UADdkFCRYRUgXzH,,,,,33.2541046142578125,-84.27349853515625,anonymous,EN,6076b4987983e978f6a2753f,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,4,CONTROL
2022-03-30 20:04:54,2022-03-30 20:05:53,IP Address,72.238.166.159,100,59,True,2022-03-30 20:05:54,R_2qdv4V4aVDySWvu,,,,,28.52740478515625,-81.6011962890625,anonymous,EN,6111decfac0adf8c9593b982,Male,20-29,"$50,000-$99,999",No,Yes,0,0,31.564,0,,,,,9,TREAT_NEG
2022-03-30 20:05:42,2022-03-30 20:06:00,IP Address,24.184.248.188,100,18,True,2022-03-30 20:06:01,R_3p4rnp93plkwtio,,,,,40.7924041748046875,-74.0095977783203125,anonymous,EN,5be10ec03e09dc00010e8ccc,Male,30-39,"$100,000-$150,000",No,Yes,,,,,,,,,2,CONTROL
2022-03-30 20:05:21,2022-03-30 20:06:15,IP Address,73.30.39.158,100,54,True,2022-03-30 20:06:15,R_1eCZFgXYhSXgQuF,,,,,39.865997314453125,-75.4369964599609375,anonymous,EN,57313db8070de6000f433939,Female,30-39,"$100,000-$150,000",Yes,Yes,29.074,29.074,34.917,1,,,,,6,TREAT_NEG
2022-03-30 20:06:27,2022-03-30 20:07:32,IP Address,47.32.30.56,100,65,True,2022-03-30 20:07:32,R_6z1lvfM6Gi0VYVX,,,,,44.6614990234375,-90.1790008544921875,anonymous,EN,5b2824d771f2040001ad5355,Female,20-29,"$50,000-$99,999",Yes,Yes,0,0,31.554,0,,,,,6,TREAT_NEG
2022-03-30 20:05:05,2022-03-30 20:07:38,IP Address,72.187.207.175,100,153,True,2022-03-30 20:07:39,R_3HNZEMrXHifsNdI,,,,,27.8170928955078125,-82.626800537109375,anonymous,EN,5cacd539c8e337001dbf3bd1,Female,20-29,"Above $150,000",No,Yes,,,,,0,0,120.763,0,7,TREAT_POS
2022-03-30 20:06:41,2022-03-30 20:07:42,IP Address,98.164.9.69,100,61,True,2022-03-30 20:07:43,R_2dgT4LuncQabNYL,,,,,37.6996002197265625,-97.31500244140625,anonymous,EN,5f0144a4a28292298e381c49,Female,20-29,"$50,000-$99,999",No,Yes,,,,,30.727,30.727,32.354,1,10,TREAT_POS
2022-03-30 20:07:20,2022-03-30 20:08:34,IP Address,72.184.77.243,100,73,True,2022-03-30 20:08:35,R_26mXBh2sP3qO1gB,,,,,28.0699005126953125,-81.810699462890625,anonymous,EN,61255b544dcf44ba5e58a0b7,Female,30-39,"Under $20,000",Yes,Yes,4.491,28.649,43.165,9,,,,,10,TREAT_NEG
2022-03-30 20:07:18,2022-03-30 20:08:42,IP Address,74.130.242.206,100,84,True,2022-03-30 20:08:42,R_1rCdbtGQlwqilie,,,,,37.0189971923828125,-86.45369720458984375,anonymous,EN,6151e17dd596caee8fc6b73c,Female,40-49,"$100,000-$150,000",Yes,Yes,,,,,1.527,55.502,56.532,13,3,TREAT_POS
2022-03-30 20:08:13,2022-03-30 20:08:48,IP Address,173.62.251.151,100,35,True,2022-03-30 20:08:48,R_78PWObbYs4BLL9L,,,,,39.93609619140625,-75.2624969482421875,anonymous,EN,5f73f37ed13ce303cc14ae35,Male,20-29,"$50,000-$99,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:08:18,2022-03-30 20:08:58,IP Address,131.93.148.242,100,39,True,2022-03-30 20:08:58,R_2wpJ9tWOQGAsEHK,,,,,46.4604034423828125,-90.16159820556640625,anonymous,EN,5f0b72abf1f9950dce8c0f1e,Male,20-29,"$20,000-$49,999",Yes,No,,,,,,,,,0,CONTROL
2022-03-30 20:08:55,2022-03-30 20:09:55,IP Address,68.68.95.85,100,59,True,2022-03-30 20:09:55,R_8uKITONTcyZM7w5,,,,,39.1963043212890625,-86.57759857177734375,anonymous,EN,5f5129fd7f3efa1219f192a3,Female,50-59,"$100,000-$150,000",Yes,Yes,0,0,32.108,0,,,,,7,TREAT_NEG
2022-03-30 20:09:00,2022-03-30 20:10:04,IP Address,68.118.173.101,100,64,True,2022-03-30 20:10:04,R_qOsSeBkV7pZSeB3,,,,,46.191802978515625,-123.36840057373046875,anonymous,EN,615374298783c874703e15a6,Female,20-29,"Under $20,000",No,Yes,,,,,0,0,34.938,0,10,TREAT_POS
2022-03-30 20:09:42,2022-03-30 20:10:42,IP Address,67.245.27.158,100,59,True,2022-03-30 20:10:42,R_0H4jiROdEA9PrcB,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,5b9ece575813c900011800ae,Male,20-29,"$50,000-$99,999",Yes,Yes,,,,,0.813,9.723,30.687,5,4,TREAT_POS
2022-03-30 20:10:58,2022-03-30 20:11:33,IP Address,136.33.221.200,100,35,True,2022-03-30 20:11:33,R_3qr0mEI5aQHe5Nh,,,,,39.045196533203125,-94.718902587890625,anonymous,EN,60ff73944b8a448452e215ec,Female,20-29,"$100,000-$150,000",No,Yes,,,,,,,,,4,CONTROL
2022-03-30 20:09:45,2022-03-30 20:11:39,IP Address,98.245.244.23,100,114,True,2022-03-30 20:11:39,R_1GW7IoQrjf0cpgs,,,,,38.889801025390625,-104.7433013916015625,anonymous,EN,5fd2ee0121083b11eb8a237e,Female,40-49,"$50,000-$99,999",No,No,0,0,60.829,0,,,,,8,TREAT_NEG
2022-03-30 20:11:39,2022-03-30 20:11:59,IP Address,73.232.120.246,100,19,True,2022-03-30 20:11:59,R_Oyi44O44IluD6lX,,,,,29.8972930908203125,-95.64630126953125,anonymous,EN,5e7e9e07d29f755802057a29,Male,20-29,"$100,000-$150,000",No,Yes,,,,,,,,,6,CONTROL
2022-03-30 20:11:12,2022-03-30 20:12:31,IP Address,162.40.254.250,100,79,True,2022-03-30 20:12:32,R_2fwGJsUjOOhb7WI,,,,,41.3296051025390625,-72.96779632568359375,anonymous,EN,61115ba660dfe3ceb753bbeb,Female,20-29,"$50,000-$99,999",No,Yes,0,0,47.227,0,,,,,1,TREAT_NEG
2022-03-30 20:11:34,2022-03-30 20:12:34,IP Address,73.156.118.143,100,59,True,2022-03-30 20:12:34,R_3npI4IaCNZGKpAG,,,,,26.18829345703125,-81.70709991455078125,anonymous,EN,5f51587f36e91f38fbf34c23,Male,30-39,"$100,000-$150,000",No,Yes,,,,,0,0,35.268,0,5,TREAT_POS
2022-03-30 20:12:19,2022-03-30 20:12:44,IP Address,97.84.206.93,100,24,True,2022-03-30 20:12:44,R_1fdxXP6o99avEJr,,,,,43.4633941650390625,-84.0279998779296875,anonymous,EN,60fead5cd18ba47a1def8097,Female,20-29,"$50,000-$99,999",Yes,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:11:32,2022-03-30 20:13:01,IP Address,35.138.202.230,100,89,True,2022-03-30 20:13:01,R_Di5AAidrKmp5o9X,,,,,28.2238006591796875,-82.45490264892578125,anonymous,EN,606fa1a94ec672cce3076694,Female,50-59,"$100,000-$150,000",Yes,Yes,39.553,39.553,40.92,1,,,,,7,TREAT_NEG
2022-03-30 20:12:21,2022-03-30 20:13:15,IP Address,24.47.217.135,100,54,True,2022-03-30 20:13:16,R_Z1txbzBTmu2HbC9,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,5c205371da51990001e17313,Female,30-39,"$100,000-$150,000",No,Yes,,,,,20.494,23.111,32.995,2,9,TREAT_POS
2022-03-30 20:12:43,2022-03-30 20:13:16,IP Address,96.42.88.149,100,32,True,2022-03-30 20:13:16,R_6zBGqQ5Z27OdTEd,,,,,44.009002685546875,-92.393402099609375,anonymous,EN,6150b0f1ea43af10285ea4b9,Male,30-39,"$50,000-$99,999",Yes,Yes,,,,,,,,,8,CONTROL
2022-03-30 20:13:16,2022-03-30 20:14:01,IP Address,68.10.68.10,100,45,True,2022-03-30 20:14:02,R_r3fwPIeJ4usC9kB,,,,,37.273101806640625,-76.72789764404296875,anonymous,EN,60e7fbc3b1136e94798918be,Male,30-39,"Under $20,000",No,Yes,,,,,5.884,30.049,31.242,4,8,TREAT_POS
2022-03-30 20:13:57,2022-03-30 20:14:19,IP Address,174.26.96.5,100,21,True,2022-03-30 20:14:19,R_2R4zwBhNMgeILXo,,,,,33.4342041015625,-111.84539794921875,anonymous,EN,5fefaa63238d4be5c34c0d51,Male,20-29,"$100,000-$150,000",No,Yes,,,,,,,,,2,CONTROL
2022-03-30 20:13:56,2022-03-30 20:14:38,IP Address,107.77.235.208,100,41,True,2022-03-30 20:14:38,R_2qaWS2scfM8CcjQ,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,60fd94012e3d75349837d53b,Female,30-39,"$20,000-$49,999",No,Yes,,,,,,,,,4,CONTROL
2022-03-30 20:13:49,2022-03-30 20:14:41,IP Address,97.64.117.173,100,52,True,2022-03-30 20:14:42,R_ePBjdA6DUXWJiZb,,,,,35.685394287109375,-88.82810211181640625,anonymous,EN,5b690c1840003400016fdb4b,Female,30-39,"$20,000-$49,999",Yes,Yes,0,0,31.048,0,,,,,7,TREAT_NEG
2022-03-30 20:14:00,2022-03-30 20:14:53,IP Address,68.81.130.41,100,53,True,2022-03-30 20:14:53,R_2D61xrKjjgYJtJQ,,,,,40.0146026611328125,-75.71360015869140625,anonymous,EN,60fc4cbaea64ba875153220d,Female,Under 20,"$50,000-$99,999",No,Yes,,,,,19.65,30.655,31.356,2,9,TREAT_POS
2022-03-30 20:13:35,2022-03-30 20:15:07,IP Address,76.16.63.165,100,91,True,2022-03-30 20:15:07,R_6icOAP0LTWEb0KB,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,5d913db636ea240014f8cd91,Female,30-39,"$20,000-$49,999",Yes,Yes,0,0,52.542,0,,,,,10,TREAT_NEG
2022-03-30 20:14:22,2022-03-30 20:15:13,IP Address,174.205.172.134,100,51,True,2022-03-30 20:15:13,R_1l4S1hbDFkE0A0N,,,,,33.3321990966796875,-111.99420166015625,anonymous,EN,61006b12e907a16fae1a9170,Non-binary / third gender,20-29,"Under $20,000",No,Yes,2.445,28.355,31.054,11,,,,,2,TREAT_NEG
2022-03-30 20:15:33,2022-03-30 20:15:54,IP Address,184.6.10.58,100,20,True,2022-03-30 20:15:54,R_2whmA50LCfEHmWU,,,,,38.12359619140625,-78.709503173828125,anonymous,EN,6143e9b3f55674fb49a6aebd,Female,30-39,"$50,000-$99,999",No,No,,,,,,,,,0,CONTROL
2022-03-30 20:14:42,2022-03-30 20:16:03,IP Address,97.122.218.25,100,81,True,2022-03-30 20:16:03,R_1g6gMuDnNfaMoGL,,,,,39.735107421875,-105.0269012451171875,anonymous,EN,6081b83def7254d7872fb8a9,Female,30-39,"$50,000-$99,999",No,Yes,,,,,0,0,60.857,0,4,TREAT_POS
2022-03-30 20:15:19,2022-03-30 20:16:20,IP Address,47.145.121.50,100,61,True,2022-03-30 20:16:20,R_SJIFlj45iZppnEZ,,,,,33.8665008544921875,-118.066802978515625,anonymous,EN,5c0f41704324e80001c93f2c,Male,40-49,"Above $150,000",Yes,Yes,0,0,38.419,0,,,,,6,TREAT_NEG
2022-03-30 20:14:51,2022-03-30 20:16:53,IP Address,207.190.17.82,100,121,True,2022-03-30 20:16:53,R_3GuCQ8gJKnqu3gg,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,607d6ad963c2b4e855ae2a06,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,9,CONTROL
2022-03-30 20:16:14,2022-03-30 20:17:06,IP Address,65.31.254.90,100,51,True,2022-03-30 20:17:07,R_2Ckbomua9yv485G,,,,,43.047698974609375,-88.003997802734375,anonymous,EN,5806e73194364b00011f48e9,Male,20-29,"Under $20,000",Yes,No,0,0,35.644,0,,,,,1,TREAT_NEG
2022-03-30 20:16:54,2022-03-30 20:17:16,IP Address,24.228.102.255,100,21,True,2022-03-30 20:17:16,R_2AXCd71WZPMzjF3,,,,,41.2301025390625,-74.5962982177734375,anonymous,EN,5c50dd9acc71f4000125cb2e,Male,20-29,"Under $20,000",No,Yes,,,,,,,,,7,CONTROL
2022-03-30 20:13:46,2022-03-30 20:17:21,IP Address,73.175.194.72,100,214,True,2022-03-30 20:17:21,R_1CfPh4s3skJScUt,,,,,40.3278045654296875,-75.99530029296875,anonymous,EN,5987c93c5837f200016a98e0,Female,30-39,"$100,000-$150,000",No,Yes,,,,,0,0,176.176,0,5,TREAT_POS
2022-03-30 20:17:22,2022-03-30 20:18:31,IP Address,69.202.242.39,100,69,True,2022-03-30 20:18:31,R_p3LBOm9dEv04wH7,,,,,40.7205047607421875,-73.87960052490234375,anonymous,EN,5f512d1118bf9a32ce1d067d,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,7,CONTROL
2022-03-30 20:16:30,2022-03-30 20:18:36,IP Address,24.118.23.20,100,125,True,2022-03-30 20:18:36,R_2aCtIz2otfEEHXt,,,,,45.0139007568359375,-93.15450286865234375,anonymous,EN,614f5b408ed17e10f3b6ed92,Male,20-29,"$50,000-$99,999",No,Yes,,,,,3.497,79.425,85.076,16,4,TREAT_POS
2022-03-30 20:17:18,2022-03-30 20:18:40,IP Address,72.192.65.106,100,81,True,2022-03-30 20:18:40,R_1LO2Ywp1xxxDmOW,,,,,36.0605926513671875,-95.9456024169921875,anonymous,EN,60fe348997f9ad4464897034,Female,20-29,"Under $20,000",Yes,Yes,,,,,5.545,41.131,43.267,4,10,TREAT_POS
2022-03-30 20:17:39,2022-03-30 20:18:56,IP Address,73.78.104.254,100,76,True,2022-03-30 20:18:56,R_2WUVCqhIVZVFx3h,,,,,40.5377044677734375,-105.05460357666015625,anonymous,EN,60fdcfbe0b44a0433f9c5f04,Female,20-29,"Under $20,000",No,No,0,0,50.455,0,,,,,8,TREAT_NEG
2022-03-30 20:18:15,2022-03-30 20:19:13,IP Address,73.219.196.248,100,58,True,2022-03-30 20:19:14,R_25LzSRDy7ZyYxAn,,,,,41.4098052978515625,-73.589996337890625,anonymous,EN,5f5d967f60d7fa5fdca4cc4f,Female,20-29,"$50,000-$99,999",Yes,Yes,0,0,37.995,0,,,,,3,TREAT_NEG
2022-03-30 20:18:49,2022-03-30 20:19:15,IP Address,69.242.68.100,100,26,True,2022-03-30 20:19:16,R_1pW1PkQLFegCUvC,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,61008644608eb65767d63c28,Female,Under 20,"$20,000-$49,999",No,No,,,,,,,,,4,CONTROL
2022-03-30 20:18:29,2022-03-30 20:19:30,IP Address,65.175.146.172,100,61,True,2022-03-30 20:19:30,R_4Vg3NMxgCBBUuY1,,,,,43.5727996826171875,-71.47869873046875,anonymous,EN,5c03fc30c776820001bdadb3,Female,30-39,"$50,000-$99,999",No,Yes,,,,,2.121,19.708,31.362,4,5,TREAT_POS
2022-03-30 20:18:31,2022-03-30 20:19:39,IP Address,108.29.142.253,100,68,True,2022-03-30 20:19:39,R_0uCyc5jRBvSje6t,,,,,40.5980072021484375,-73.9467010498046875,anonymous,EN,616c7777b6a2486957bafbf0,Female,60 and above,"Above $150,000",Yes,Yes,,,,,0,0,35.643,0,10,TREAT_POS
2022-03-30 20:19:31,2022-03-30 20:19:49,IP Address,66.162.162.80,100,17,True,2022-03-30 20:19:49,R_1OiANUuMnB3D9c2,,,,,28.7675018310546875,-81.28440093994140625,anonymous,EN,61625a497ae037549b3f9e2a,Male,30-39,"$50,000-$99,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:18:52,2022-03-30 20:19:54,IP Address,73.13.110.117,100,61,True,2022-03-30 20:19:54,R_1DMtwcnLgyMhpIN,,,,,39.9842987060546875,-75.22660064697265625,anonymous,EN,60ff2e1740bd729c09d69392,Female,20-29,"$100,000-$150,000",Yes,Yes,4.076,29.661,30.897,15,,,,,9,TREAT_NEG
2022-03-30 20:18:45,2022-03-30 20:19:56,IP Address,75.106.168.187,100,71,True,2022-03-30 20:19:57,R_z6zvEOZxfyEyza9,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5f965e31905e561b88c9f646,Female,40-49,"Under $20,000",Yes,Yes,2.423,27.619,35.583,14,,,,,10,TREAT_NEG
2022-03-30 20:20:47,2022-03-30 20:21:52,IP Address,69.61.224.190,100,65,True,2022-03-30 20:21:53,R_1MXrKP6oeFn3o3Y,,,,,39.2454071044921875,-84.25370025634765625,anonymous,EN,60ff22120e009909e207ae02,Female,30-39,"$20,000-$49,999",Yes,Yes,,,,,0,0,35.365,0,6,TREAT_POS
2022-03-30 20:21:10,2022-03-30 20:22:21,IP Address,70.188.185.252,100,71,True,2022-03-30 20:22:22,R_6LpoJGVykxAoYh3,,,,,41.8332977294921875,-71.431396484375,anonymous,EN,60fd63ad782759eb85052b52,Female,20-29,"Above $150,000",No,Yes,,,,,0,0,34.866,0,7,TREAT_POS
2022-03-30 20:22:18,2022-03-30 20:22:41,IP Address,170.253.226.169,100,22,True,2022-03-30 20:22:41,R_1hAMPbuyzwpRNnw,,,,,34.670501708984375,-88.54689788818359375,anonymous,EN,60ff33eea57872b7188f12e2,Female,30-39,"$100,000-$150,000",Yes,Yes,,,,,,,,,1,CONTROL
2022-03-30 20:21:53,2022-03-30 20:22:47,IP Address,97.106.14.33,100,53,True,2022-03-30 20:22:47,R_w6sXhXF0hNXQa8F,,,,,28.195098876953125,-81.606201171875,anonymous,EN,,Female,40-49,"$50,000-$99,999",Yes,Yes,3.508,35.835,36.827,16,,,,,7,TREAT_NEG
2022-03-30 20:22:41,2022-03-30 20:23:22,IP Address,173.174.75.201,100,41,True,2022-03-30 20:23:22,R_3s7dfDx1HDU9G9b,,,,,30.4427032470703125,-97.6804962158203125,anonymous,EN,611b340e9b6aadce2a94a9e7,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,,,,,6,CONTROL
2022-03-30 20:22:34,2022-03-30 20:23:27,IP Address,24.159.93.165,100,53,True,2022-03-30 20:23:28,R_31pwi8lnJtFbmgz,,,,,40.921905517578125,-98.3448028564453125,anonymous,EN,5eb2683a11c5fb1c62114b5e,Male,30-39,"Above $150,000",No,Yes,21.167,24.103,31.171,2,,,,,6,TREAT_NEG
2022-03-30 20:23:25,2022-03-30 20:23:42,IP Address,173.56.106.57,100,17,True,2022-03-30 20:23:42,R_x4OYPkPAcu5oaTD,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,5eefbda82f26030b876759a9,Male,20-29,"$20,000-$49,999",No,No,,,,,,,,,6,CONTROL
2022-03-30 20:22:45,2022-03-30 20:23:44,IP Address,64.234.84.169,100,58,True,2022-03-30 20:23:45,R_269ML9gsuDPzUyx,,,,,34.679595947265625,-82.93250274658203125,anonymous,EN,5e23f684292336689e8dd77a,Female,30-39,"$100,000-$150,000",Yes,Yes,,,,,0,0,32.955,0,10,TREAT_POS
2022-03-30 20:23:30,2022-03-30 20:24:29,IP Address,24.107.70.223,100,59,True,2022-03-30 20:24:29,R_2Qui61ADwS6GaW1,,,,,38.575897216796875,-90.51670074462890625,anonymous,EN,615e0ebf1d8fec3d10018efa,Female,20-29,"$100,000-$150,000",No,Yes,31.345,31.345,31.873,1,,,,,3,TREAT_NEG
2022-03-30 20:22:52,2022-03-30 20:24:32,IP Address,173.72.144.130,100,99,True,2022-03-30 20:24:32,R_3nis4CUKioB8nTX,,,,,39.0447998046875,-77.6042022705078125,anonymous,EN,58810bc97b21a60001758c8b,Female,50-59,"$50,000-$99,999",Yes,Yes,,,,,46.186,46.998,62.472,2,2,TREAT_POS
2022-03-30 20:24:03,2022-03-30 20:24:55,IP Address,65.31.137.227,100,51,True,2022-03-30 20:24:55,R_1C4kkIGmnUPttkB,,,,,43.0756988525390625,-87.94029998779296875,anonymous,EN,610871d42f29bee3bd9f2c88,Female,20-29,"$50,000-$99,999",No,No,,,,,0,0,31.052,0,8,TREAT_POS
2022-03-30 20:25:21,2022-03-30 20:25:43,IP Address,76.100.117.214,100,21,True,2022-03-30 20:25:43,R_3DnCdHnUf1boXQ2,,,,,39.4441986083984375,-77.33930206298828125,anonymous,EN,56252906ed6e5a000fc7fc77,Male,30-39,"$100,000-$150,000",No,Yes,,,,,,,,,3,CONTROL
2022-03-30 20:24:18,2022-03-30 20:25:49,IP Address,76.218.113.99,100,91,True,2022-03-30 20:25:50,R_yrTcl7E5A7wcewV,,,,,37.998504638671875,-121.8878021240234375,anonymous,EN,610b77b6267f218488456d14,Male,40-49,"$100,000-$150,000",No,Yes,0,0,56.4,0,,,,,7,TREAT_NEG
2022-03-30 20:26:04,2022-03-30 20:26:19,IP Address,174.248.95.227,100,15,True,2022-03-30 20:26:20,R_2xF5MXpvu4cASUH,,,,,41.88250732421875,-87.71849822998046875,anonymous,EN,5e5c5cd271e46043eab5fc56,Female,50-59,"$100,000-$150,000",Yes,Yes,,,,,,,,,10,CONTROL
2022-03-30 20:25:26,2022-03-30 20:26:20,IP Address,24.14.59.29,100,54,True,2022-03-30 20:26:20,R_1BXbsLSzglixILJ,,,,,40.46929931640625,-88.9423980712890625,anonymous,EN,60734853295f4a6404bbf27f,Female,30-39,"$50,000-$99,999",No,Yes,,,,,,,,,3,CONTROL
2022-03-30 20:25:38,2022-03-30 20:26:32,IP Address,107.133.61.3,100,54,True,2022-03-30 20:26:33,R_AHHoLa9um2vZaJr,,,,,35.2135009765625,-80.82180023193359375,anonymous,EN,5ec735fc4131bd17f438838c,Female,20-29,"$50,000-$99,999",No,Yes,,,,,13.013,30.275,31.666,7,2,TREAT_POS
2022-03-30 20:26:38,2022-03-30 20:26:59,IP Address,71.192.90.16,100,21,True,2022-03-30 20:26:59,R_325swucqAKSi3IN,,,,,42.246307373046875,-70.99720001220703125,anonymous,EN,5df9fc638f1faf7631f88d3e,Female,20-29,"Under $20,000",No,No,,,,,,,,,0,CONTROL
2022-03-30 20:25:37,2022-03-30 20:27:11,IP Address,172.58.198.119,100,94,True,2022-03-30 20:27:12,R_31mY7LfJgUn6zVS,,,,,29.4550933837890625,-98.64980316162109375,anonymous,EN,5daf9e6815dc35001498cd77,Female,20-29,"$20,000-$49,999",No,No,1.928,46.382,51.369,3,,,,,6,TREAT_NEG
